"paper_id","year","outbound_citations","inbound_citations"
13758553,2009,0,31
13759046,2018,68,0
13759126,2005,9,12
13759145,2017,40,1
13759677,2016,0,1
207720388,2011,41,0
207720548,2018,44,2
207722102,2007,19,5
207723377,2010,35,146
207724689,2013,13,7
207725474,2012,8,1
207727334,2010,159,274
207728842,2014,46,59
207729303,2016,0,3
207729355,2017,6,0
189313641,2019,22,1
12810387,2004,16,25
12811004,2010,40,50
12811201,2015,67,0
12811461,2007,19,50
12812291,2016,13,6
12812707,2013,37,2
12813446,2007,0,8
12814229,2011,36,12
12814738,2011,20,7
12814976,2012,1,40
12815332,2015,10,2
12816393,2016,25,1
12817067,2008,33,52
12817405,2002,0,36
12817525,2006,0,7
12817601,2013,40,8
12818150,2001,33,54
12818954,2013,34,37
12819815,2005,13,2
30890407,2004,27,7
30890884,2003,9,6
30891644,2006,29,8
30892816,2006,5,0
30894897,2015,28,2
30899489,2015,62,13
31963353,2011,12,3
31963617,2008,42,12
31964207,2014,48,26
31965215,2003,27,27
31966918,2013,0,12
31967952,2011,50,10
36461362,2008,46,37
36461407,2013,36,4
36464253,2007,53,5
36465399,2010,0,4
36465768,2016,21,1
36466493,2016,19,1
36468003,2013,14,3
46870015,2018,87,6
46870340,2018,67,4
46871031,2002,7,0
46873634,2017,2,0
46874024,2018,17,0
46874345,2018,4,0
46874434,2016,26,3
46875089,2018,3,0
46875299,2017,11,2
46875460,2017,33,10
46876397,2018,40,0
46876667,2018,19,2
46876694,2018,49,1
46876715,2017,14,0
46877973,2018,0,2
46878298,2018,70,13
46878384,2017,17,1
46878814,2001,9,7
34831208,2017,1,0
34832634,2008,62,9
34833744,2015,10,0
34833819,2013,21,5
34834670,2005,37,4
34835596,2015,0,0
34839291,2009,0,0
33731007,2017,11,6
33731565,2014,8,0
33738299,2004,12,35
149383848,2017,20,0
149383905,2018,26,0
149384640,2018,11,0
149388818,2017,41,0
149389090,2018,60,0
149389767,2017,26,1
79815060,2011,0,0
79815931,2017,0,0
79816902,2017,29,0
36980355,2017,38,0
36980473,2011,10,10
36983179,2015,16,5
36983836,2009,8,0
36986502,2015,19,1
36987208,2009,10,5
36988548,2004,42,37
3490397,2015,22,3
3490790,2006,72,81
3490929,2017,45,4
3491004,2018,23,5
3491351,2016,92,8
3492415,2018,24,0
3492677,2016,20,0
3492712,2017,97,3
3493009,2017,22,0
3493247,2018,52,4
3493613,2007,121,168
3493918,2018,41,5
3494051,2018,30,4
3494865,2014,20,1
3495277,2017,22,4
3495301,2018,16,13
3495693,2019,42,0
3495874,2016,15,23
3496317,2011,24,4
3496523,2017,51,16
3496965,2018,50,12
3497047,2017,13,0
3497485,2016,0,24
3497899,2017,36,1
3498116,2012,29,1
3498868,2017,11,0
3498894,2016,26,5
3499392,2018,52,5
3499483,2017,9,1
3499498,2018,18,0
3499532,2018,41,3
3499667,2018,55,12
7370338,2007,28,13
7370866,2013,11,0
7371009,2013,6,1
7372039,2017,64,6
7372167,2012,12,10
7372526,2003,19,229
7373592,2003,25,14
7374406,2016,28,4
7375069,2014,32,50
7375536,2004,36,38
7376118,2006,35,7
7376724,2011,15,7
7377230,2010,0,0
7377541,2013,12,0
7377546,2017,13,6
7377575,2002,15,81
7377619,2002,14,20
7379048,2013,0,0
7379645,2008,32,8
7379848,2004,12,15
13760232,2016,46,58
13760775,2012,40,11
13761032,2017,88,10
13761885,2017,16,6
13761905,2017,22,2
13762805,2018,25,8
13763403,2012,35,8
13764470,2016,49,9
13764516,2017,0,2
13765189,2016,18,7
13765322,2017,91,8
13765377,2017,26,10
13765490,2016,0,9
13765534,2017,21,0
13765623,2011,25,6
13765865,2012,40,51
13765928,2010,32,145
13766082,2016,16,5
13766575,2017,100,5
13766623,2017,22,0
13767112,2016,13,3
13767204,2017,71,1
13767391,2017,24,0
13767574,2017,51,0
13767731,2016,26,2
13768137,2014,22,8
13768218,2015,36,30
13768251,2017,48,6
13769315,2016,0,5
13769464,2018,39,3
13769499,2010,2,0
13769699,2012,66,48
73580115,2013,35,0
73580277,2014,1,0
73581385,2012,22,2
73581523,2018,1,0
73582149,2006,3,0
73582469,2015,65,14
73584635,2016,40,0
73586583,2010,1,3
73587219,2005,11,0
73587369,2011,32,2
73588302,2016,89,0
73588442,2006,1,3
73588596,2015,0,0
73589209,2010,1,0
18470867,2011,71,13
18472308,2007,0,6
18472968,2010,1,1
18473336,2015,62,49
18474340,2007,3,9
18475641,2013,30,15
18476255,2013,73,15
18477116,2009,4,4
18477231,2012,0,0
18477523,2015,16,13
18477766,2016,22,7
18477894,2015,28,28
18479101,2010,36,33
18479429,2015,17,3
18479727,2016,20,0
18479791,2015,0,14
7800011,2015,104,53
7800997,2011,15,17
7801508,2008,25,8
7801558,2016,60,0
7801674,2003,35,63
7801700,2007,93,2
7801738,2015,27,0
7801756,2012,9,13
7801765,2013,0,4
7802635,2004,21,27
7802691,2011,19,4
7803596,2009,13,0
7803902,2001,13,10
7804186,2017,2,0
7805400,2010,48,12
7806174,2007,14,1
7806616,2013,46,56
7807836,2009,13,9
7808233,2008,7,3
7808460,2001,12,0
7809149,2015,5,3
7809223,2001,0,16
7809243,2011,15,0
7809588,2009,20,9
155460256,2003,0,3
155464636,2015,6,0
155465974,2011,10,0
155466161,2015,0,0
155466686,2009,0,0
155466843,2014,1,0
51940054,2018,38,1
51940079,2018,62,13
51940201,2016,0,0
51940219,2018,44,2
51940394,2018,38,1
51941341,2018,26,0
51941440,2018,11,4
51941728,2018,8,0
51941835,2019,24,0
51941956,2018,53,4
51941987,2018,26,0
51942019,2018,137,2
51942061,2018,42,5
51942153,2018,21,0
51942960,2018,46,0
51943589,2015,24,0
51944079,2018,37,0
206680912,2013,8,4
206681027,2013,50,159
206681333,2017,33,0
206682857,2009,38,17
206683174,2014,24,51
206683796,2018,0,1
206685349,2014,44,40
206689101,2013,18,7
195176935,2019,23,0
97142002,2012,12,2
157281089,2017,4,0
157281399,2016,3,6
157282809,2015,22,2
157289586,2017,4,0
39800616,2012,36,2
39801240,2012,12,5
39803704,2004,38,9
39804967,2007,0,112
39805728,2014,15,3
39806238,2004,67,0
39806751,2016,101,15
39809229,2009,11,5
39809377,2015,98,13
137593931,2015,0,20
157845743,2017,0,2
157849466,2006,11,0
207240666,2008,27,27
207241306,2017,0,27
207242075,2017,22,4
207244571,2015,1,0
207248245,2013,0,0
207248314,2014,11,2
3750425,2011,25,27
3750439,2018,48,2
3750748,2018,70,10
3751058,2018,20,0
3751205,2017,19,0
3751359,2017,25,8
3751530,2017,80,11
3751578,2018,39,2
3751821,2017,141,8
3751825,2005,22,52
3751971,2017,22,3
3752220,2018,19,2
3752436,2018,0,0
3752491,2017,62,4
3752898,2017,17,4
3752957,2013,25,3
3753025,2016,45,3
3753034,2018,17,3
3753475,2017,28,0
3754034,2018,14,0
3754075,2017,0,21
3754135,2018,1,9
3754327,2018,8,1
3754537,2016,28,3
3754546,2017,35,1
3754550,2017,61,9
3754902,2013,20,7
3755254,2015,23,1
3755432,2018,49,7
3755577,2018,1,0
3755889,2018,36,0
3756196,2017,46,0
3756351,2017,35,3
3756567,2017,33,0
3756622,2017,19,5
3756652,2017,30,0
3757050,2017,16,0
3757319,2018,21,21
3757617,2017,79,8
3757838,2016,20,456
3757913,2018,17,1
3758085,2017,35,4
3758591,2018,23,2
3758645,2017,3,0
3758712,2018,22,0
3759057,2018,64,2
3759420,2017,0,0
3759635,2004,32,19
201811085,2019,2,0
201814762,2019,12,0
201814887,2019,33,1
201814944,2019,91,3
201815045,2019,10,0
201815052,2019,23,0
201815118,2019,32,1
201815171,2019,23,0
201815175,2019,49,2
201815501,2019,32,0
201815573,2019,23,0
52020948,2018,39,1
52021084,2018,44,0
52021200,2018,21,5
52022540,2018,5,1
52024545,2018,41,3
52026104,2014,46,9
52026496,2003,10,0
52026682,2017,96,5
52027291,2011,49,7
52028011,2009,18,0
52028262,2018,23,2
52028378,2018,44,0
52028446,2014,10,0
52029902,2018,43,2
6411274,2018,0,1
6412857,2008,59,32
6413505,2004,7,166
6413524,2015,67,117
6414059,2014,27,12
6414452,2016,42,12
6415993,2009,44,76
6416091,2011,26,8
6417457,2012,33,0
6417837,2016,44,13
6419597,2011,21,4
9670613,2012,50,8
9671226,2014,11,7
9671276,2008,0,4
9671493,2007,23,0
9671861,2015,9,19
9672782,2010,0,123
9673480,2015,40,13
9673770,2015,0,0
9674975,2007,6,0
9675202,2008,19,14
9675275,2010,24,56
9675971,2004,0,5
9676036,2008,24,4
9676566,2007,71,4
9676700,2014,18,2
9676905,2010,28,6
9677326,2015,22,0
9677928,2013,90,49
9677977,2004,36,6
9678352,2008,6,2
9678359,2017,0,6
9679079,2007,12,3
9679776,2007,52,10
8861219,2018,78,8
8861419,2011,19,4
8861818,2007,4,12
8862092,2014,30,4
8863190,2008,38,28
8863883,2010,42,2
8864304,2005,142,27
8864355,2013,17,2
8864859,2010,4,21
8864868,2007,15,1
8864939,2013,35,14
8864991,2018,59,2
8865338,2014,3,1
8866133,2008,16,1
8866627,2013,19,3
8867086,2015,69,14
8867804,2006,1,8
8868135,2005,41,93
8868649,2009,1,14
8869143,2001,28,59
154520134,2014,16,0
154522235,2014,25,0
154523551,2004,0,0
154524557,2009,1,0
154524572,2012,14,3
154526176,2015,21,4
154527117,2009,14,2
154527758,2007,1,2
154528593,2011,38,1
154529747,2010,1,1
43850130,2013,0,0
43852026,2013,82,16
43853188,2014,0,16
43853223,2017,38,1
43854830,2008,25,38
43857169,2013,17,0
190876141,2019,29,0
190877669,2018,4,0
80579372,2008,14,11
80579780,2018,21,0
151961243,2004,0,0
151966093,2018,20,0
151967405,2017,36,3
151967624,2011,14,2
151969927,2017,0,0
86081701,2013,0,7
13730341,2015,25,33
13730616,2017,98,15
13730849,2017,30,2
13731378,2015,38,5
13731480,2014,0,0
13731918,2017,40,8
13732189,2015,11,3
13732310,2015,26,13
13732508,2017,20,170
13732898,2014,0,15
13732982,2013,6,8
13733211,2017,32,4
13734669,2016,15,1
13734970,2010,0,74
13735237,2017,52,16
13735360,2006,0,0
13735968,2004,1,2
13736251,2016,20,3
13736356,2004,65,36
13736434,2003,45,41
13737384,2009,37,22
13738074,2011,0,4
13738389,2017,27,3
13738720,2013,0,8
13739029,2013,14,3
13739119,2015,26,26
13739304,2018,22,2
13739363,2015,44,1
13739386,2013,33,26
147462785,2014,0,1
168030212,2013,4,4
168034294,2012,0,0
168037674,2012,15,1
168038922,2013,4,0
28083720,2005,0,0
28084517,2004,17,6
28084836,2005,6,0
28086169,2001,2,12
28086632,2011,54,4
28087211,2012,15,0
28088116,2006,0,1
28088452,2008,15,9
28089023,2018,24,2
53981530,2014,0,1
53981928,2011,30,5
53982076,2017,12,0
53982432,2018,112,0
53982784,2011,14,7
53982944,2006,2,0
53984302,2016,8,0
53984530,2004,25,1
53985023,2013,19,0
53986809,2013,20,0
53989403,2006,13,34
53989650,2005,9,28
46160475,2006,21,5
46162842,2004,0,53
46164928,2003,18,34
46166362,2007,14,9
46167134,2008,15,5
46167437,2017,29,0
46169778,2014,36,7
14100375,2014,17,18
14100544,2010,2,0
14101436,2007,26,28
14101464,2016,20,0
14102086,2013,12,1
14103105,2005,7,2
14103140,2003,34,39
14103238,2015,10,1
14103555,2010,15,2
14103714,2016,23,2
14104215,2014,6,1
14104812,2001,13,7
14105298,2015,36,14
14105491,2010,43,5
14107872,2012,11,9
14108507,2014,19,19
14108855,2014,36,14
14109000,2011,19,28
14109289,2004,25,25
14109390,2002,21,51
14109557,2014,8,0
14109641,2014,35,24
148913078,2017,32,1
148913290,2017,11,0
148915155,2017,10,0
148917916,2017,15,2
148918342,2016,10,0
5111024,2012,37,13
5111162,2002,38,10
5111194,2016,21,4
5111236,2011,157,0
5111551,2017,0,10
5112714,2017,43,4
5114052,2011,111,19
5115845,2017,27,0
5116941,2011,12,7
5116947,2011,1,5
5117367,2014,0,5
5118887,2013,3,0
5119282,2014,5,0
5119621,2017,21,0
5119910,2003,0,2
145241512,2010,0,0
145242727,2011,12,9
145249130,2008,32,2
31600608,2003,11,14
31601776,2006,45,38
31602968,2013,26,4
31604481,2011,25,5
31606319,2017,1,0
31606931,2010,3,0
31607697,2012,5,12
31609374,2007,23,0
31609838,2018,23,15
146484908,2008,16,0
6760887,2017,3,3
6761602,2010,0,2
6762009,2008,51,22
6762242,2005,8,1
6762244,2008,5,31
6763081,2004,14,1
6763821,2002,12,0
6764224,2010,57,85
6764536,2012,0,0
6764701,2008,91,39
6765032,2011,20,8
6766704,2009,22,5
6767548,2015,8,2
6768045,2013,0,20
6768415,2005,11,6
6769253,2011,30,9
159040717,2019,2,2
159040913,2019,17,0
159041615,2019,26,0
159041788,2019,50,0
159041851,2019,41,0
159043020,2019,11,1
142731198,2009,11,0
142733033,2004,10,1
142734101,2004,14,49
142735460,2018,0,12
142736134,2015,3,1
142739173,2008,12,0
149596630,2018,10,0
143520102,2011,8,0
143520116,2011,1,1
143528552,2014,14,1
150014982,2018,6,0
166341469,2005,0,0
166347653,2009,4,0
166348307,2013,0,0
149402347,2017,0,4
149404264,2017,4,0
198373612,2019,32,1
160002966,2017,18,0
160003152,2019,14,0
160009247,2019,50,0
160009914,2019,35,0
205380724,2011,0,0
205380992,2012,60,6
205381735,2012,50,10
205381788,2018,65,1
205383203,2014,0,2
205385911,2014,49,5
205386135,2015,42,1
205387074,2015,0,1
205387176,2017,31,2
205388033,2006,54,0
205388053,2006,18,0
205388687,2014,7,15
39315189,2018,5,5
39316843,2011,34,52
39317058,2012,23,0
39317216,2015,0,0
39318017,2007,18,80
39318823,2007,10,1
39318883,2001,18,11
16831125,2016,21,0
16831376,2013,16,0
16831419,2014,3,0
16832098,2008,55,52
16834349,2012,1,0
16834357,2016,67,19
16834575,2002,10,7
16834695,2012,25,3
16834842,2014,10,8
16835049,2015,84,6
16835463,2015,9,13
16835540,2010,37,53
16837251,2014,9,3
16837367,2011,101,85
16837636,2012,35,107
16838890,2007,0,2
16839009,2011,10,9
16839017,2004,35,7
16839464,2015,17,3
16839828,2017,34,0
42430124,2005,8,1
42432771,2015,17,2
42433488,2008,2,5
42434811,2013,21,7
42437244,2014,20,0
42439240,2010,8,4
41691668,2011,18,16
41695129,2004,13,3
41697564,2013,7,5
41698194,2007,2,6
41698640,2015,25,2
6560100,2005,28,7
6560946,2015,20,3
6561130,2001,19,18
6561674,2006,14,44
6561680,2010,11,0
6562776,2015,25,10
6563593,2017,25,1
6563993,2004,50,0
6564166,2017,9,0
6564763,2017,45,7
6565647,2012,25,41
6565742,2013,21,10
6567603,2017,0,0
6568104,2017,32,9
6568428,2013,24,4
6569597,2014,2,1
158963668,2018,28,1
158964463,2018,9,1
158966496,2020,16,0
17220167,2013,20,0
17220898,2010,38,7
17221599,2014,26,21
17223228,2016,11,0
17223966,2005,35,189
17224927,2012,31,3
17225498,2014,40,48
17226336,2009,9,1
17226612,2003,7,2
17226730,2012,126,81
17227111,2016,9,4
17228362,2009,20,7
17228701,2009,0,206
17229697,2004,46,0
90602899,2018,84,0
6370347,2017,46,7
6371264,2011,20,1
6371435,2004,42,0
6371593,2015,44,11
6372044,2010,27,48
6375004,2011,9,92
6375573,2013,27,2
6375668,2003,0,1
6375688,2008,19,15
6376153,2015,23,11
6377030,2006,21,27
6377826,2007,6,14
6378416,2007,80,7
6378417,2006,23,6
6378701,2014,26,5
6379193,2012,12,3
6379194,2011,0,0
6379243,2013,12,1
6379497,2016,21,10
203604723,2019,21,0
203604773,2019,28,0
203604823,2020,52,1
203604837,2019,11,0
203607940,2019,84,0
203608362,2019,5,0
203609367,2019,47,0
170054184,2017,0,0
170054697,2014,27,0
11030283,2013,37,17
11032060,2017,47,0
11032953,2009,30,5
11033612,2017,16,1
11033616,2006,11,34
11033933,2008,1,1
11034180,2007,47,9
11035320,2003,13,19
11035544,2007,16,0
11035993,2013,31,9
11036442,2008,34,0
11036631,2002,3,6
11038380,2013,17,8
11039333,2004,29,13
36841194,2017,0,0
36841869,2012,40,9
36842833,2015,1,8
36844062,2012,22,12
36844151,2014,8,4
36846161,2007,26,26
36848924,2004,2,0
36849748,2004,7,1
202255299,2019,9,0
202258658,2020,22,0
3190365,2006,20,36
3190766,2017,18,4
3190943,2011,41,142
3191617,2016,26,1
3191811,2010,42,20
3191915,2012,6,3
3192763,2009,87,15
3193037,2008,43,47
3193063,2007,16,6
3193316,2006,24,25
3193335,2008,39,18
3195552,2016,0,0
3196620,2011,16,4
3197120,2007,89,26
3197623,2015,15,4
3197879,2015,22,0
3198095,2007,1,1
3199100,2016,27,5
54670117,2014,26,2
54670130,2016,8,0
54671929,2017,6,0
54672534,2007,4,1
54672642,2016,12,2
54674687,2012,44,0
54675094,2017,16,1
54675910,2009,2,1
54676171,2004,19,2
54676182,2016,16,0
54676234,2011,1,3
54677565,2008,6,0
54678872,2012,0,0
54679666,2012,18,2
79964600,2013,37,0
79969802,2018,10,1
46595498,2017,26,7
207140295,2014,6,1
207141096,2009,0,13
207141319,2016,43,3
207141616,2017,111,3
207142695,2014,42,17
207145367,2018,12,2
207146474,2011,45,22
207146876,2009,0,1
207147538,2013,44,4
207148796,2014,37,10
207149575,2009,0,8
207149728,2017,39,1
128226817,2019,42,0
51920287,2018,2,0
51920638,2019,39,1
51921286,2019,140,23
51921450,2018,17,0
51921922,2018,0,0
51922045,2018,26,2
51922205,2018,0,0
51922616,2018,63,0
51923807,2018,44,3
51924166,2018,45,1
51924191,2018,1,0
51924379,2018,2,2
51924408,2018,10,0
51924661,2018,250,6
51925005,2018,63,5
51925026,2018,43,4
51925348,2018,39,1
51925387,2018,61,2
51925402,2018,27,1
51925541,2018,38,1
51925550,2019,30,0
51925963,2018,48,9
51926034,2018,42,1
51926144,2018,32,0
51926555,2018,37,0
51927241,2018,40,11
51927851,2018,44,3
51928383,2018,31,3
51928607,2018,78,0
51928647,2017,33,3
51928756,2012,9,0
51928948,2018,9,1
51929244,2018,26,2
51929349,2018,53,12
51929401,2018,30,2
51929499,2018,17,0
51929721,2018,21,1
51929761,2018,5,0
51929763,2019,17,0
51929870,2018,9,8
51929907,2018,5,0
51929969,2018,25,0
28921293,2003,34,8
28922301,2016,58,4
28922874,2016,0,0
28924683,2002,11,13
28925353,2016,0,3
28929489,2007,0,8
28929814,2016,12,0
28929977,2008,35,26
7770650,2012,47,47
7771265,2015,0,0
7771624,2003,30,55
7771657,2016,0,2
7771720,2012,39,16
7773017,2009,38,20
7773154,2007,12,23
7773181,2008,13,66
7773743,2017,51,1
7774168,2017,45,7
7774426,2009,23,41
7774762,2015,40,1
7775565,2002,0,0
7776162,2004,19,85
7776256,2007,44,20
7776389,2012,16,23
7776472,2005,25,135
7776655,2012,19,17
7779677,2015,24,12
7779697,2002,12,3
40300243,2017,27,7
40301342,2017,32,5
40302471,2007,31,22
40304641,2017,22,0
40308778,2007,14,2
40309044,2014,0,3
40309802,2006,2,315
215562831,2020,11,0
215563153,2020,28,0
215563288,2020,27,0
215565941,2020,46,0
33850237,2014,13,0
33851203,2006,4,2
33855496,2010,0,4
33856397,2015,0,29
33856744,2017,29,2
33857304,2016,11,0
210840205,2019,67,0
210840246,2019,69,0
210842553,2020,29,0
210843806,2020,18,0
210844275,2020,18,0
210845270,2020,29,0
210845374,2020,34,0
210845482,2020,64,0
210845483,2020,14,0
210845735,2020,11,0
196337403,2012,0,1
27903807,2005,4,12
27905861,2015,1,1
27906670,2009,45,6
27909185,2004,32,1
27909600,2004,4,6
208040554,2019,9,0
208040634,2019,132,1
208040921,2019,29,0
208042137,2019,29,0
208043073,2019,40,0
81816418,2018,20,0
81818835,2018,38,0
81818926,2018,27,0
6850025,2015,34,8
6850806,2006,0,35
6850958,2004,48,20
6851813,2005,12,17
6853113,2001,42,10
6853320,2004,4,0
6854433,2005,1,0
6855674,2014,35,18
6855832,2009,7,6
6856550,2010,25,19
6857012,2016,15,4
6857418,2007,51,11
6858087,2013,62,13
6858422,2016,17,16
6858670,2006,24,36
6859239,2014,19,1
6859445,2013,149,5
6859740,2011,52,52
24910367,2014,66,44
24910770,2017,20,10
24911095,2009,6,0
24911177,2014,17,8
24911404,2013,37,5
24911577,2013,33,3
24912078,2016,18,3
24912515,2016,29,4
24912637,2010,11,4
24914540,2005,28,51
24915020,2014,19,5
24915344,2012,79,19
24916523,2004,9,8
24916568,2005,2,3
24916766,2011,30,18
24917258,2013,26,4
24917324,2015,16,7
24917967,2014,7,10
24918675,2006,18,0
24919217,2009,0,24
24919378,2004,4,16
24919848,2006,9,0
42223555,2004,14,8
42223799,2012,11,1
42224061,2012,13,1
42224477,2007,44,21
42225351,2008,21,10
1550503,2014,22,6
1552366,2015,17,0
1552710,2015,42,2
1553323,2012,26,1
1553790,2011,21,5
1553823,2011,113,10
1553960,2006,3,5
1554214,2010,23,3
1554414,2006,18,10
1554512,2013,0,15
1554685,2009,23,13
1555281,2012,14,2
1555480,2006,9,0
1555533,2016,35,7
1555570,2017,96,3
1555671,2004,37,7
1555855,2013,0,1
1555988,2013,0,15
1556417,2012,50,54
1556714,2017,37,9
1557103,2011,27,35
1557214,2005,6,8
1557526,2017,3,0
1558074,2006,63,45
1558302,2015,0,12
1558803,2005,20,28
1559218,2007,42,69
1559379,2017,16,1
1559430,2003,21,11
1559534,2018,117,6
1559575,2014,17,4
12540215,2005,4,0
12541504,2001,12,14
12541549,2014,22,6
12541688,2015,7,0
12542108,2013,29,27
12542110,2013,41,2
12542324,2002,27,42
12543769,2016,68,2
12544102,2016,19,0
12544272,2003,51,0
12545061,2017,28,3
12545857,2007,5,4
12546411,2014,52,4
12546435,2005,0,0
12547242,2005,10,1
12547281,2014,41,2
12548197,2007,33,31
12548736,2017,8,1
12549387,2015,27,7
12549647,2013,48,16
43532101,2009,13,3
43533816,2014,0,0
43533895,2003,15,6
43534706,2009,45,13
43538599,2017,25,2
119189295,2019,29,1
202881051,2019,35,0
202884383,2019,0,0
142860266,2014,9,0
142864099,2007,12,0
142865736,2015,42,0
142866125,2004,3,0
142866186,2012,0,0
145681779,2008,16,2
145682653,2010,0,0
145683173,2008,0,0
145684310,2007,45,26
145689950,2007,41,2
81132979,2015,0,0
81133819,2018,11,0
118926535,2019,0,7
56983634,2003,0,0
56986767,2018,29,1
202900401,2019,29,0
201803244,2019,6,0
201803250,2019,17,0
201804312,2019,16,0
201804684,2019,27,2
201804841,2019,21,2
201805391,2019,68,1
201805430,2019,208,0
201805515,2020,54,0
201806098,2019,10,0
14800040,2006,72,28
14800353,2005,19,38
14800478,2011,34,0
14801296,2015,0,0
14801912,2008,0,0
14802914,2010,3,0
14802917,2013,30,8
14803582,2011,88,48
14803628,2013,43,22
14804020,2012,20,0
14804625,2004,45,24
14805307,2009,44,26
14805491,2010,74,28
14805775,2007,23,22
14805791,2013,12,1
14807080,2012,0,20
14807099,2010,25,2
14807810,2015,22,10
14807811,2013,79,15
14808294,2016,43,5
14808435,2010,36,511
14808938,2016,22,0
14809265,2008,7,13
14809316,2015,39,12
148103162,2016,3,1
45113522,2009,0,0
45114740,2011,5,0
45115646,2011,168,31
45116554,2014,15,0
45118323,2013,0,5
38591015,2017,54,0
38596137,2004,2,5
38597890,2012,60,7
38598367,2016,11,3
12300500,2016,38,5
12300948,2015,0,3
12301712,2009,51,13
12301792,2004,23,44
12302961,2004,27,4
12303843,2012,62,10
12304879,2009,31,10
12304951,2007,15,5
12304970,2017,17,6
12305737,2013,30,2
12306032,2016,0,5
12307145,2017,0,0
12307609,2015,43,6
12308338,2015,38,0
12308407,2014,182,36
12308442,2011,10,11
12308916,2014,22,10
12309667,2004,13,25
12309736,2016,15,0
41721780,2009,19,4
41722983,2015,0,0
41727541,2010,12,2
41729217,2012,22,9
41729904,2005,19,36
214604441,2020,28,0
214606296,2020,66,1
214606460,2020,32,0
214606627,2020,23,0
214606731,2020,141,0
214606971,2020,11,0
156458760,2016,21,1
45801851,2018,19,1
45804571,2015,43,14
45807130,2013,7,0
45807338,2017,18,6
81196295,2018,15,0
81197922,2018,9,0
81198406,2015,32,0
18160136,2016,6,0
18161005,2012,18,1
18163196,2010,18,7
18163308,2006,1,2
18163676,2014,5,7
18163716,2006,26,18
18168503,2001,52,27
18168810,2012,23,2
18169029,2016,22,16
18169741,2013,29,7
18169886,2011,79,4
14380385,2016,19,10
14381253,2012,29,67
14381517,2016,44,3
14381649,2011,52,16
14382104,2003,19,89
14382711,2006,70,0
14383481,2012,45,18
14383584,2013,7,37
14384325,2012,16,2
14384666,2013,24,7
14385072,2013,63,9
14385768,2007,76,37
14385800,2017,34,22
14386292,2016,30,15
14388539,2012,32,11
14389311,2013,57,5
141687734,2008,0,5
64340116,2018,89,0
64347616,2016,16,1
1920028,2013,0,68
1920371,2013,1,1
1920766,2004,39,6
1921824,2011,20,1
1922521,2015,53,19
1922911,2005,48,349
1924928,2013,49,65
1925393,2011,9,11
1926221,2011,18,237
1926742,2003,23,4
1926992,2012,0,7
1927130,2017,38,3
1927638,2011,80,7
1927785,2014,0,9
1928520,2015,39,0
1929436,2008,0,0
1929619,2014,32,10
1929631,2002,49,28
2630538,2009,25,24
2630824,2009,5,2
2631072,2015,29,0
2631192,2015,2,0
2631244,2011,35,21
2631886,2008,51,18
2632586,2009,17,7
2633294,2013,77,29
2633944,2014,59,90
2634261,2004,10,76
2634337,2014,38,7
2634945,2016,50,0
2635046,2016,27,8
2635148,2010,22,133
2635661,2016,21,0
2636713,2002,18,8
2636856,2015,0,0
2637330,2002,23,5
2637749,2008,0,36
2637784,2017,1,0
2637932,2018,28,4
2638162,2005,34,21
2638657,2011,23,3
2639246,2011,0,22
44790065,2004,26,22
44792502,2003,3,1
44795164,2016,0,7
44795319,2012,5,0
44797803,2014,49,10
19600767,2013,6,4
19600894,2005,33,1
19603805,2006,54,22
19604050,2002,0,0
19605541,2007,18,10
19605960,2005,8,9
19606120,2012,40,0
19608104,2011,30,9
19608646,2017,8,3
19609931,2011,2,0
206320357,2014,30,2
206321374,2016,38,10
206322830,2017,35,0
206323591,2012,108,8
206324146,2017,12,2
206328883,2014,53,30
73290924,2012,0,1
73291638,2009,2,0
73291803,2011,27,3
73293796,2012,16,0
73295789,2010,20,2
73297339,2014,6,3
154560140,2012,1,0
154560831,2009,32,6
154561275,2012,25,0
154561594,2006,16,12
154565091,2003,0,1
154565131,2010,0,13
154566129,2010,7,3
154566741,2005,14,0
154567280,2009,17,0
154569364,2012,5,2
34510795,2005,25,127
34510846,2004,24,1
34511760,2014,20,4
34517621,2014,1,2
34518460,2013,25,2
34518693,2017,63,0
15680101,2012,47,15
15681661,2016,2,1
15681812,2006,0,11
15682087,2012,136,80
15682230,2012,42,44
15683033,2013,52,16
15683075,2015,41,0
15683958,2009,0,5
15684514,2011,23,9
15685508,2012,22,4
15685589,2013,13,6
15685838,2008,27,32
15686156,2016,46,8
15687101,2004,1,0
15687541,2012,0,0
15687747,2010,4,0
15688913,2014,33,5
15689225,2010,12,5
15689360,2015,44,8
15689422,2012,85,30
57178037,2014,6,4
32530131,2004,28,16
32535732,2017,14,3
32537884,2010,8,0
38141106,2003,0,0
38141424,2016,9,1
38145278,2014,26,2
38148676,2013,40,0
38149845,2006,0,12
152513288,2015,5,10
152514108,2011,1,0
152514845,2008,0,0
152518401,2009,28,1
22320297,2002,1,127
22320380,2010,32,17
22320487,2013,0,10
22321258,2004,24,5
22321459,2005,2,0
22321534,2012,20,39
22322299,2003,1,86
22323119,2017,31,5
22323199,2004,18,5
22323350,2002,22,226
22324195,2009,7,2
22324377,2011,8,7
22324384,2012,50,0
22324825,2016,0,22
22325278,2017,35,7
22325692,2006,18,103
22326195,2014,27,7
22327065,2011,29,36
22327618,2013,18,47
22327629,2007,21,1
22328706,2008,40,6
22329337,2005,9,5
